PO_ID,Supplier,Order_Date,Delivery_Date,Year_Month,Year,Item_Category,Order_Status,Quantity,Unit_Price,Negotiated_Price,Defective_Units,Compliance,Total_Spend,Total_Negotiated,Savings,Savings_Pct,Defect_Rate_Pct,Is_Compliant,Is_Delivered,Is_Cancelled,Lead_Time_Days,Risk_Tier
PO-00427,Beta_Supplies,2023-03-29,2023-04-18,2023-03,2023,MRO,Partially Delivered,1743,51.04,47.15,160,Yes,88962.72,82182.45,6780.27,7.62,9.18,1,0,0,20,High
PO-00428,Alpha_Inc,2023-07-19,2023-07-31,2023-07,2023,Raw Materials,Delivered,87,100.65,85.56,1,Yes,8756.55,7443.72,1312.83,14.99,1.15,1,1,0,12,Low
PO-00429,Beta_Supplies,2023-12-24,,2023-12,2023,Raw Materials,Delivered,279,47.52,46.5,28,No,13258.08,12973.5,284.58,2.15,10.04,0,1,0,,High
PO-00430,Delta_Logistics,2023-03-14,2023-03-25,2023-03,2023,Raw Materials,Delivered,1438,66.61,58.5,237,Yes,95785.18,84123.0,11662.18,12.18,16.48,1,1,0,11,High
PO-00431,Delta_Logistics,2023-07-29,2023-07-31,2023-07,2023,Office Supplies,Partially Delivered,612,72.93,63.32,99,Yes,44633.16,38751.84,5881.32,13.18,16.18,1,0,0,2,High
PO-00432,Epsilon_Group,2022-01-10,2022-01-21,2022-01,2022,Packaging,Pending,487,11.18,10.63,15,Yes,5444.66,5176.81,267.85,4.92,3.08,1,0,0,11,Low
PO-00433,Epsilon_Group,2022-04-25,2022-04-29,2022-04,2022,Packaging,Partially Delivered,1849,70.76,69.25,51,Yes,130835.24,128043.25,2791.99,2.13,2.76,1,0,0,4,Low
PO-00434,Epsilon_Group,2022-03-19,2022-04-01,2022-03,2022,MRO,Partially Delivered,1356,26.28,25.44,47,Yes,35635.68,34496.64,1139.04,3.2,3.47,1,0,0,13,Low
PO-00435,Delta_Logistics,2023-12-09,2023-12-29,2023-12,2023,Raw Materials,Delivered,76,107.59,96.33,10,Yes,8176.84,7321.08,855.76,10.47,13.16,1,1,0,20,High
PO-00436,Alpha_Inc,2022-06-02,2022-06-13,2022-06,2022,Packaging,Partially Delivered,275,23.96,20.44,0,Yes,6589.0,5621.0,968.0,14.69,0.0,1,0,0,11,Low
PO-00437,Alpha_Inc,2023-07-13,2023-07-18,2023-07,2023,Packaging,Delivered,1350,51.57,48.07,0,Yes,69619.5,64894.5,4725.0,6.79,0.0,1,1,0,5,Low
PO-00438,Alpha_Inc,2022-02-06,,2022-02,2022,MRO,Delivered,847,17.77,17.39,0,Yes,15051.19,14729.33,321.86,2.14,0.0,1,1,0,,Low
PO-00439,Gamma_Co,2023-01-14,2023-01-27,2023-01,2023,MRO,Delivered,1682,105.7,101.3,94,Yes,177787.4,170386.6,7400.8,4.16,5.59,1,1,0,13,Medium
PO-00440,Epsilon_Group,2023-08-20,2023-08-23,2023-08,2023,Electronics,Delivered,333,60.44,58.54,8,Yes,20126.52,19493.82,632.7,3.14,2.4,1,1,0,3,Low
PO-00441,Alpha_Inc,2023-07-20,2023-08-02,2023-07,2023,Electronics,Cancelled,928,69.31,67.26,20,Yes,64319.68,62417.28,1902.4,2.96,2.16,1,0,1,13,Low
PO-00442,Epsilon_Group,2022-06-01,2022-06-12,2022-06,2022,MRO,Partially Delivered,1009,16.44,16.18,0,Yes,16587.96,16325.62,262.34,1.58,0.0,1,0,0,11,Low
PO-00443,Epsilon_Group,2023-03-17,2023-04-03,2023-03,2023,Electronics,Pending,1554,82.92,74.82,44,Yes,128857.68,116270.28,12587.4,9.77,2.83,1,0,0,17,Low
PO-00444,Gamma_Co,2022-05-11,2022-05-25,2022-05,2022,Packaging,Partially Delivered,502,29.47,28.94,27,Yes,14793.94,14527.88,266.06,1.8,5.38,1,0,0,14,Medium
PO-00445,Delta_Logistics,2022-02-12,2022-02-13,2022-02,2022,MRO,Delivered,1069,91.28,82.64,0,Yes,97578.32,88342.16,9236.16,9.47,0.0,1,1,0,1,Low
PO-00446,Alpha_Inc,2022-11-12,2022-11-18,2022-11,2022,MRO,Pending,1902,29.89,25.83,41,Yes,56850.78,49128.66,7722.12,13.58,2.16,1,0,0,6,Low
PO-00447,Gamma_Co,2023-01-09,,2023-01,2023,Raw Materials,Pending,865,28.79,25.69,47,Yes,24903.35,22221.85,2681.5,10.77,5.43,1,0,0,,Medium
PO-00448,Delta_Logistics,2022-02-10,2022-02-26,2022-02,2022,Packaging,Partially Delivered,708,13.36,11.61,0,No,9458.88,8219.88,1239.0,13.1,0.0,0,0,0,16,Medium
PO-00449,Delta_Logistics,2023-01-02,2023-01-07,2023-01,2023,Packaging,Delivered,1589,55.64,48.52,0,Yes,88411.96,77098.28,11313.68,12.8,0.0,1,1,0,5,Low
PO-00450,Alpha_Inc,2022-08-04,2022-08-14,2022-08,2022,Office Supplies,Delivered,596,62.96,61.88,9,Yes,37524.16,36880.48,643.68,1.72,1.51,1,1,0,10,Low
PO-00451,Epsilon_Group,2023-11-30,2023-12-04,2023-11,2023,Office Supplies,Delivered,1265,17.66,16.97,34,Yes,22339.9,21467.05,872.85,3.91,2.69,1,1,0,4,Low
PO-00452,Beta_Supplies,2022-09-13,2022-10-01,2022-09,2022,Raw Materials,Delivered,1122,82.99,81.7,118,No,93114.78,91667.4,1447.38,1.55,10.52,0,1,0,18,High
PO-00453,Epsilon_Group,2023-11-14,2023-12-01,2023-11,2023,Office Supplies,Delivered,1585,56.38,53.05,0,Yes,89362.3,84084.25,5278.05,5.91,0.0,1,1,0,17,Low
PO-00454,Epsilon_Group,2022-04-16,2022-04-27,2022-04,2022,Electronics,Delivered,66,58.05,50.76,0,Yes,3831.3,3350.16,481.14,12.56,0.0,1,1,0,11,Low
PO-00455,Beta_Supplies,2022-12-29,2023-01-18,2022-12,2022,MRO,Delivered,1245,52.4,51.65,118,No,65238.0,64304.25,933.75,1.43,9.48,0,1,0,20,High
PO-00456,Delta_Logistics,2023-07-28,2023-08-10,2023-07,2023,Electronics,Delivered,1293,50.21,47.55,0,No,64921.53,61482.15,3439.38,5.3,0.0,0,1,0,13,Medium
PO-00457,Beta_Supplies,2023-02-21,2023-02-27,2023-02,2023,Packaging,Delivered,207,64.29,63.01,25,Yes,13308.03,13043.07,264.96,1.99,12.08,1,1,0,6,High
PO-00458,Beta_Supplies,2023-09-28,2023-10-18,2023-09,2023,Office Supplies,Delivered,526,26.37,25.32,47,Yes,13870.62,13318.32,552.3,3.98,8.94,1,1,0,20,High
PO-00459,Gamma_Co,2022-06-08,2022-06-14,2022-06,2022,Electronics,Delivered,1119,27.03,23.82,0,Yes,30246.57,26654.58,3591.99,11.88,0.0,1,1,0,6,Low
PO-00460,Gamma_Co,2022-08-31,2022-09-02,2022-08,2022,Packaging,Delivered,1446,90.63,84.51,77,Yes,131050.98,122201.46,8849.52,6.75,5.33,1,1,0,2,Medium
PO-00461,Gamma_Co,2022-06-16,2022-06-24,2022-06,2022,Office Supplies,Delivered,567,97.53,85.29,21,Yes,55299.51,48359.43,6940.08,12.55,3.7,1,1,0,8,Low
PO-00462,Delta_Logistics,2022-07-01,,2022-07,2022,MRO,Delivered,148,44.91,40.1,0,No,6646.68,5934.8,711.88,10.71,0.0,0,1,0,,Medium
PO-00463,Beta_Supplies,2023-02-27,2023-03-14,2023-02,2023,MRO,Pending,1965,36.6,34.64,195,Yes,71919.0,68067.6,3851.4,5.36,9.92,1,0,0,15,High
PO-00464,Alpha_Inc,2022-01-26,2022-02-03,2022-01,2022,Office Supplies,Pending,1818,67.96,58.98,0,Yes,123551.28,107225.64,16325.64,13.21,0.0,1,0,0,8,Low
PO-00465,Beta_Supplies,2022-07-03,2022-07-19,2022-07,2022,MRO,Delivered,1110,48.19,45.88,112,Yes,53490.9,50926.8,2564.1,4.79,10.09,1,1,0,16,High
PO-00466,Delta_Logistics,2022-12-07,,2022-12,2022,Raw Materials,Delivered,329,12.96,12.74,48,Yes,4263.84,4191.46,72.38,1.7,14.59,1,1,0,,High
PO-00467,Gamma_Co,2023-02-26,2023-03-17,2023-02,2023,Office Supplies,Cancelled,1422,25.62,25.18,65,Yes,36431.64,35805.96,625.68,1.72,4.57,1,0,1,19,Low
PO-00468,Delta_Logistics,2023-11-17,,2023-11,2023,Raw Materials,Delivered,546,82.63,74.77,76,No,45115.98,40824.42,4291.56,9.51,13.92,0,1,0,,High
PO-00469,Gamma_Co,2022-09-12,2022-09-22,2022-09,2022,Office Supplies,Partially Delivered,351,72.08,71.3,20,Yes,25300.08,25026.3,273.78,1.08,5.7,1,0,0,10,Medium
PO-00470,Delta_Logistics,2022-10-01,2022-10-18,2022-10,2022,Raw Materials,Partially Delivered,230,13.0,12.81,0,No,2990.0,2946.3,43.7,1.46,0.0,0,0,0,17,Medium
PO-00471,Alpha_Inc,2022-06-13,2022-06-19,2022-06,2022,MRO,Delivered,656,30.73,26.26,17,Yes,20158.88,17226.56,2932.32,14.55,2.59,1,1,0,6,Low
PO-00472,Gamma_Co,2023-12-20,2024-01-09,2023-12,2023,MRO,Delivered,1172,34.34,32.09,69,Yes,40246.48,37609.48,2637.0,6.55,5.89,1,1,0,20,Medium
PO-00473,Gamma_Co,2022-04-21,2022-04-30,2022-04,2022,Electronics,Delivered,749,71.53,70.02,41,Yes,53575.97,52444.98,1130.99,2.11,5.47,1,1,0,9,Medium
PO-00474,Beta_Supplies,2023-01-27,2023-02-12,2023-01,2023,Packaging,Delivered,1042,12.48,12.3,88,Yes,13004.16,12816.6,187.56,1.44,8.45,1,1,0,16,High
PO-00475,Delta_Logistics,2022-02-09,2022-02-27,2022-02,2022,Raw Materials,Delivered,1189,19.47,17.15,0,No,23149.83,20391.35,2758.48,11.92,0.0,0,1,0,18,Medium
PO-00476,Epsilon_Group,2023-04-27,,2023-04,2023,Office Supplies,Delivered,240,88.14,81.9,4,Yes,21153.6,19656.0,1497.6,7.08,1.67,1,1,0,,Low
PO-00477,Epsilon_Group,2022-08-16,2022-09-02,2022-08,2022,MRO,Delivered,302,26.98,26.47,9,Yes,8147.96,7993.94,154.02,1.89,2.98,1,1,0,17,Low
PO-00478,Beta_Supplies,2022-07-24,2022-08-03,2022-07,2022,MRO,Pending,1030,70.81,61.58,0,No,72934.3,63427.4,9506.9,13.03,0.0,0,0,0,10,Medium
PO-00479,Delta_Logistics,2023-04-17,2023-04-23,2023-04,2023,Office Supplies,Delivered,977,33.79,32.25,137,Yes,33012.83,31508.25,1504.58,4.56,14.02,1,1,0,6,High
PO-00480,Alpha_Inc,2022-12-25,2023-01-11,2022-12,2022,Packaging,Delivered,1234,19.99,17.66,25,Yes,24667.66,21792.44,2875.22,11.66,2.03,1,1,0,17,Low
PO-00481,Beta_Supplies,2022-11-09,2022-11-23,2022-11,2022,Office Supplies,Delivered,1329,33.48,33.06,146,Yes,44494.92,43936.74,558.18,1.25,10.99,1,1,0,14,High
PO-00482,Gamma_Co,2022-08-22,2022-08-30,2022-08,2022,Raw Materials,Delivered,1396,77.63,67.81,58,Yes,108371.48,94662.76,13708.72,12.65,4.15,1,1,0,8,Low
PO-00483,Alpha_Inc,2022-08-17,2022-08-29,2022-08,2022,Raw Materials,Delivered,177,90.06,87.71,7,Yes,15940.62,15524.67,415.95,2.61,3.95,1,1,0,12,Low
PO-00484,Delta_Logistics,2022-01-25,,2022-01,2022,Electronics,Delivered,67,84.72,73.06,9,Yes,5676.24,4895.02,781.22,13.76,13.43,1,1,0,,High
PO-00485,Gamma_Co,2023-11-07,2023-11-20,2023-11,2023,Office Supplies,Delivered,1866,50.78,48.2,96,Yes,94755.48,89941.2,4814.28,5.08,5.14,1,1,0,13,Medium
PO-00486,Epsilon_Group,2022-07-17,2022-07-25,2022-07,2022,MRO,Delivered,1808,72.23,67.86,53,Yes,130591.84,122690.88,7900.96,6.05,2.93,1,1,0,8,Low
PO-00487,Delta_Logistics,2023-02-13,2023-02-16,2023-02,2023,Electronics,Cancelled,615,30.3,29.52,96,Yes,18634.5,18154.8,479.7,2.57,15.61,1,0,1,3,High
PO-00488,Gamma_Co,2022-12-03,2022-12-04,2022-12,2022,Office Supplies,Pending,619,38.38,35.02,34,Yes,23757.22,21677.38,2079.84,8.75,5.49,1,0,0,1,Medium
PO-00489,Delta_Logistics,2022-10-13,2022-10-17,2022-10,2022,Office Supplies,Delivered,1396,94.75,84.06,210,Yes,132271.0,117347.76,14923.24,11.28,15.04,1,1,0,4,High
PO-00490,Gamma_Co,2022-03-13,2022-03-24,2022-03,2022,MRO,Delivered,1945,11.28,9.98,94,Yes,21939.6,19411.1,2528.5,11.52,4.83,1,1,0,11,Low
PO-00491,Delta_Logistics,2022-10-13,2022-10-18,2022-10,2022,Packaging,Delivered,735,18.49,15.89,113,No,13590.15,11679.15,1911.0,14.06,15.37,0,1,0,5,High
PO-00492,Epsilon_Group,2022-12-26,2023-01-11,2022-12,2022,Office Supplies,Pending,1865,30.29,26.83,56,Yes,56490.85,50037.95,6452.9,11.42,3.0,1,0,0,16,Low
PO-00493,Beta_Supplies,2023-10-19,2023-10-24,2023-10,2023,Electronics,Cancelled,675,13.69,11.84,52,Yes,9240.75,7992.0,1248.75,13.51,7.7,1,0,1,5,Medium
PO-00494,Gamma_Co,2023-06-06,2023-06-22,2023-06,2023,MRO,Pending,1361,28.57,24.29,65,Yes,38883.77,33058.69,5825.08,14.98,4.78,1,0,0,16,Low
PO-00495,Gamma_Co,2023-02-14,2023-02-15,2023-02,2023,Raw Materials,Delivered,903,66.53,60.15,29,Yes,60076.59,54315.45,5761.14,9.59,3.21,1,1,0,1,Low
PO-00496,Epsilon_Group,2023-11-27,,2023-11,2023,Packaging,Cancelled,1736,53.2,50.68,48,Yes,92355.2,87980.48,4374.72,4.74,2.76,1,0,1,,Low
PO-00497,Beta_Supplies,2023-07-04,2023-07-11,2023-07,2023,MRO,Delivered,1011,98.47,97.06,91,Yes,99553.17,98127.66,1425.51,1.43,9.0,1,1,0,7,High
PO-00498,Delta_Logistics,2022-12-06,2022-12-24,2022-12,2022,Electronics,Delivered,1712,88.17,85.86,246,Yes,150947.04,146992.32,3954.72,2.62,14.37,1,1,0,18,High
PO-00499,Gamma_Co,2022-01-29,,2022-01,2022,Office Supplies,Delivered,204,40.76,37.46,10,Yes,8315.04,7641.84,673.2,8.1,4.9,1,1,0,,Low
PO-00500,Beta_Supplies,2022-04-29,2022-05-13,2022-04,2022,Electronics,Partially Delivered,539,33.85,30.57,34,No,18245.15,16477.23,1767.92,9.69,6.31,0,0,0,14,High
PO-00501,Delta_Logistics,2022-09-25,2022-10-05,2022-09,2022,Office Supplies,Delivered,1459,45.94,42.56,212,No,67026.46,62095.04,4931.42,7.36,14.53,0,1,0,10,High
PO-00502,Gamma_Co,2022-07-02,2022-07-06,2022-07,2022,MRO,Delivered,834,65.02,56.19,0,Yes,54226.68,46862.46,7364.22,13.58,0.0,1,1,0,4,Low
PO-00503,Gamma_Co,2023-08-18,2023-09-01,2023-08,2023,Packaging,Partially Delivered,1177,37.37,34.27,60,Yes,43984.49,40335.79,3648.7,8.3,5.1,1,0,0,14,Medium
PO-00504,Delta_Logistics,2022-09-29,2022-10-19,2022-09,2022,MRO,Delivered,1466,68.82,66.82,211,Yes,100890.12,97958.12,2932.0,2.91,14.39,1,1,0,20,High
PO-00505,Epsilon_Group,2022-02-09,2022-02-13,2022-02,2022,Electronics,Delivered,1884,47.08,44.31,54,Yes,88698.72,83480.04,5218.68,5.88,2.87,1,1,0,4,Low
PO-00506,Beta_Supplies,2022-04-22,2022-05-08,2022-04,2022,Electronics,Delivered,295,60.58,57.32,31,Yes,17871.1,16909.4,961.7,5.38,10.51,1,1,0,16,High
PO-00507,Gamma_Co,2023-09-03,2023-09-04,2023-09,2023,Raw Materials,Delivered,1249,54.18,47.29,59,Yes,67670.82,59065.21,8605.61,12.72,4.72,1,1,0,1,Low
PO-00508,Delta_Logistics,2023-03-21,2023-04-09,2023-03,2023,Raw Materials,Delivered,1112,39.06,33.6,184,No,43434.72,37363.2,6071.52,13.98,16.55,0,1,0,19,High
PO-00509,Gamma_Co,2022-12-20,2022-12-25,2022-12,2022,Office Supplies,Delivered,1550,100.61,97.43,66,Yes,155945.5,151016.5,4929.0,3.16,4.26,1,1,0,5,Low
PO-00510,Delta_Logistics,2022-11-18,2022-11-19,2022-11,2022,Electronics,Delivered,1755,82.66,73.67,258,No,145068.3,129290.85,15777.45,10.88,14.7,0,1,0,1,High
PO-00511,Gamma_Co,2023-03-23,2023-03-31,2023-03,2023,Raw Materials,Delivered,808,24.19,21.64,39,Yes,19545.52,17485.12,2060.4,10.54,4.83,1,1,0,8,Low
PO-00512,Alpha_Inc,2023-09-13,2023-09-19,2023-09,2023,Raw Materials,Partially Delivered,587,96.98,95.35,14,Yes,56927.26,55970.45,956.81,1.68,2.39,1,0,0,6,Low
PO-00513,Epsilon_Group,2023-06-08,2023-06-11,2023-06,2023,MRO,Delivered,1940,58.45,50.29,54,Yes,113393.0,97562.6,15830.4,13.96,2.78,1,1,0,3,Low
PO-00514,Beta_Supplies,2022-04-29,2022-05-11,2022-04,2022,Office Supplies,Cancelled,1891,91.87,80.28,158,Yes,173726.17,151809.48,21916.69,12.62,8.36,1,0,1,12,High
PO-00515,Epsilon_Group,2023-01-30,2023-02-16,2023-01,2023,Packaging,Delivered,970,86.91,78.44,18,Yes,84302.7,76086.8,8215.9,9.75,1.86,1,1,0,17,Low
PO-00516,Epsilon_Group,2023-08-14,2023-08-31,2023-08,2023,MRO,Delivered,457,52.85,50.34,16,Yes,24152.45,23005.38,1147.07,4.75,3.5,1,1,0,17,Low
PO-00517,Beta_Supplies,2022-07-14,2022-07-27,2022-07,2022,Office Supplies,Cancelled,574,12.38,11.47,0,No,7106.12,6583.78,522.34,7.35,0.0,0,0,1,13,Medium
PO-00518,Epsilon_Group,2022-09-18,2022-09-20,2022-09,2022,Office Supplies,Delivered,877,35.55,34.69,24,Yes,31177.35,30423.13,754.22,2.42,2.74,1,1,0,2,Low
PO-00519,Alpha_Inc,2022-02-15,2022-02-27,2022-02,2022,MRO,Delivered,1579,59.04,50.95,29,Yes,93224.16,80450.05,12774.11,13.7,1.84,1,1,0,12,Low
PO-00520,Delta_Logistics,2023-12-27,2023-12-28,2023-12,2023,Raw Materials,Delivered,952,74.72,69.73,0,Yes,71133.44,66382.96,4750.48,6.68,0.0,1,1,0,1,Low
PO-00521,Beta_Supplies,2023-03-23,2023-03-26,2023-03,2023,Raw Materials,Pending,1898,35.53,33.25,187,Yes,67435.94,63108.5,4327.44,6.42,9.85,1,0,0,3,High
PO-00522,Delta_Logistics,2022-01-02,2022-01-06,2022-01,2022,Packaging,Delivered,85,22.54,20.68,6,Yes,1915.9,1757.8,158.1,8.25,7.06,1,1,0,4,Medium
PO-00523,Gamma_Co,2023-06-17,2023-06-28,2023-06,2023,Packaging,Pending,734,92.38,78.92,34,No,67806.92,57927.28,9879.64,14.57,4.63,0,0,0,11,Medium
PO-00524,Alpha_Inc,2023-07-06,2023-07-18,2023-07,2023,Office Supplies,Delivered,69,107.47,105.53,0,Yes,7415.43,7281.57,133.86,1.81,0.0,1,1,0,12,Low
PO-00525,Delta_Logistics,2023-12-05,2023-12-11,2023-12,2023,Packaging,Delivered,370,63.9,55.79,59,Yes,23643.0,20642.3,3000.7,12.69,15.95,1,1,0,6,High
PO-00526,Delta_Logistics,2023-11-18,2023-12-03,2023-11,2023,MRO,Delivered,1849,28.25,27.53,271,Yes,52234.25,50902.97,1331.28,2.55,14.66,1,1,0,15,High
PO-00527,Beta_Supplies,2022-07-21,,2022-07,2022,Packaging,Delivered,561,35.54,30.99,68,No,19937.94,17385.39,2552.55,12.8,12.12,0,1,0,,High
PO-00528,Gamma_Co,2023-01-08,2023-01-14,2023-01,2023,Electronics,Delivered,449,12.35,10.67,29,Yes,5545.15,4790.83,754.32,13.6,6.46,1,1,0,6,Medium
PO-00529,Beta_Supplies,2023-03-18,2023-03-21,2023-03,2023,Office Supplies,Delivered,703,98.75,86.78,59,Yes,69421.25,61006.34,8414.91,12.12,8.39,1,1,0,3,High
PO-00530,Gamma_Co,2022-03-13,2022-03-28,2022-03,2022,Electronics,Delivered,1021,20.8,18.23,37,Yes,21236.8,18612.83,2623.97,12.36,3.62,1,1,0,15,Low
PO-00531,Beta_Supplies,2023-11-12,2023-11-19,2023-11,2023,Office Supplies,Delivered,1956,68.69,65.09,0,Yes,134357.64,127316.04,7041.6,5.24,0.0,1,1,0,7,Low
PO-00532,Delta_Logistics,2022-12-05,2022-12-12,2022-12,2022,Office Supplies,Partially Delivered,520,36.57,34.78,67,No,19016.4,18085.6,930.8,4.89,12.88,0,0,0,7,High
PO-00533,Delta_Logistics,2023-10-01,2023-10-12,2023-10,2023,MRO,Delivered,1216,66.16,63.0,179,No,80450.56,76608.0,3842.56,4.78,14.72,0,1,0,11,High
PO-00534,Alpha_Inc,2022-11-18,,2022-11,2022,Raw Materials,Delivered,1165,72.06,63.93,0,Yes,83949.9,74478.45,9471.45,11.28,0.0,1,1,0,,Low
PO-00535,Delta_Logistics,2023-11-11,2023-11-29,2023-11,2023,Packaging,Pending,1427,93.99,83.6,213,Yes,134123.73,119297.2,14826.53,11.05,14.93,1,0,0,18,High
PO-00536,Epsilon_Group,2022-05-08,2022-05-10,2022-05,2022,Electronics,Delivered,883,29.15,25.75,14,Yes,25739.45,22737.25,3002.2,11.66,1.59,1,1,0,2,Low
PO-00537,Delta_Logistics,2022-11-04,2022-11-11,2022-11,2022,Packaging,Partially Delivered,1873,11.54,9.89,284,No,21614.42,18523.97,3090.45,14.3,15.16,0,0,0,7,High
PO-00538,Epsilon_Group,2023-06-04,2023-06-06,2023-06,2023,Office Supplies,Delivered,776,24.22,22.53,27,Yes,18794.72,17483.28,1311.44,6.98,3.48,1,1,0,2,Low
PO-00539,Delta_Logistics,2022-11-13,2022-11-24,2022-11,2022,Electronics,Delivered,903,95.55,92.45,149,No,86281.65,83482.35,2799.3,3.24,16.5,0,1,0,11,High
PO-00540,Epsilon_Group,2023-11-14,2023-11-26,2023-11,2023,Electronics,Delivered,100,98.4,85.76,3,Yes,9840.0,8576.0,1264.0,12.85,3.0,1,1,0,12,Low
PO-00541,Epsilon_Group,2023-02-23,2023-03-08,2023-02,2023,Office Supplies,Delivered,1738,67.91,61.15,0,Yes,118027.58,106278.7,11748.88,9.95,0.0,1,1,0,13,Low
PO-00542,Delta_Logistics,2022-12-01,2022-12-14,2022-12,2022,Packaging,Delivered,1771,67.57,61.48,280,No,119666.47,108881.08,10785.39,9.01,15.81,0,1,0,13,High
PO-00543,Epsilon_Group,2023-02-17,2023-02-23,2023-02,2023,Electronics,Delivered,624,74.39,66.3,18,No,46419.36,41371.2,5048.16,10.88,2.88,0,1,0,6,Medium
PO-00544,Alpha_Inc,2023-12-15,2023-12-31,2023-12,2023,Packaging,Partially Delivered,1263,28.75,27.1,26,Yes,36311.25,34227.3,2083.95,5.74,2.06,1,0,0,16,Low
PO-00545,Gamma_Co,2022-10-30,2022-11-16,2022-10,2022,Electronics,Cancelled,1198,96.45,90.09,0,Yes,115547.1,107927.82,7619.28,6.59,0.0,1,0,1,17,Low
PO-00546,Epsilon_Group,2023-07-22,2023-07-25,2023-07,2023,Raw Materials,Delivered,199,51.98,45.64,0,No,10344.02,9082.36,1261.66,12.2,0.0,0,1,0,3,Medium
PO-00547,Epsilon_Group,2022-05-11,2022-05-14,2022-05,2022,MRO,Pending,363,45.37,38.73,0,Yes,16469.31,14058.99,2410.32,14.64,0.0,1,0,0,3,Low
PO-00548,Alpha_Inc,2022-07-16,2022-07-22,2022-07,2022,Office Supplies,Delivered,619,58.4,51.04,0,Yes,36149.6,31593.76,4555.84,12.6,0.0,1,1,0,6,Low
PO-00549,Alpha_Inc,2023-03-07,2023-03-18,2023-03,2023,MRO,Delivered,1415,15.22,13.56,30,Yes,21536.3,19187.4,2348.9,10.91,2.12,1,1,0,11,Low
PO-00550,Beta_Supplies,2023-11-12,2023-11-23,2023-11,2023,Packaging,Delivered,354,27.71,23.87,39,No,9809.34,8449.98,1359.36,13.86,11.02,0,1,0,11,High
PO-00551,Gamma_Co,2023-01-24,2023-02-03,2023-01,2023,MRO,Delivered,1765,81.01,78.43,78,Yes,142982.65,138428.95,4553.7,3.18,4.42,1,1,0,10,Low
PO-00552,Beta_Supplies,2023-11-25,2023-12-09,2023-11,2023,MRO,Delivered,731,19.37,17.3,69,No,14159.47,12646.3,1513.17,10.69,9.44,0,1,0,14,High
PO-00553,Epsilon_Group,2022-06-28,2022-07-13,2022-06,2022,MRO,Delivered,887,65.89,59.67,29,Yes,58444.43,52927.29,5517.14,9.44,3.27,1,1,0,15,Low
PO-00554,Alpha_Inc,2023-09-23,2023-09-25,2023-09,2023,MRO,Delivered,1856,35.29,32.41,26,Yes,65498.24,60152.96,5345.28,8.16,1.4,1,1,0,2,Low
PO-00555,Epsilon_Group,2023-08-06,2023-08-18,2023-08,2023,Office Supplies,Delivered,1127,49.32,46.49,30,Yes,55583.64,52394.23,3189.41,5.74,2.66,1,1,0,12,Low
PO-00556,Delta_Logistics,2022-11-05,2022-11-19,2022-11,2022,Raw Materials,Delivered,1052,37.78,32.6,162,Yes,39744.56,34295.2,5449.36,13.71,15.4,1,1,0,14,High
PO-00557,Gamma_Co,2023-02-20,2023-02-22,2023-02,2023,Raw Materials,Delivered,493,44.74,41.44,24,No,22056.82,20429.92,1626.9,7.38,4.87,0,1,0,2,Medium
PO-00558,Delta_Logistics,2023-07-16,2023-07-29,2023-07,2023,MRO,Partially Delivered,662,81.44,71.33,87,Yes,53913.28,47220.46,6692.82,12.41,13.14,1,0,0,13,High
PO-00559,Alpha_Inc,2022-01-01,2022-01-07,2022-01,2022,Raw Materials,Delivered,1042,36.74,35.78,33,Yes,38283.08,37282.76,1000.32,2.61,3.17,1,1,0,6,Low
PO-00560,Alpha_Inc,2022-11-08,,2022-11,2022,Raw Materials,Delivered,313,64.03,57.74,1,Yes,20041.39,18072.62,1968.77,9.82,0.32,1,1,0,,Low
PO-00561,Alpha_Inc,2022-10-21,2022-11-10,2022-10,2022,Office Supplies,Delivered,1126,55.22,50.38,0,Yes,62177.72,56727.88,5449.84,8.76,0.0,1,1,0,20,Low
PO-00562,Gamma_Co,2022-08-04,2022-08-19,2022-08,2022,MRO,Delivered,1645,72.17,64.0,79,Yes,118719.65,105280.0,13439.65,11.32,4.8,1,1,0,15,Low
PO-00563,Beta_Supplies,2023-03-17,2023-03-20,2023-03,2023,Packaging,Delivered,1053,100.92,92.35,104,Yes,106268.76,97244.55,9024.21,8.49,9.88,1,1,0,3,High
PO-00564,Epsilon_Group,2023-08-17,2023-08-29,2023-08,2023,MRO,Delivered,1693,83.14,73.3,62,Yes,140756.02,124096.9,16659.12,11.84,3.66,1,1,0,12,Low
PO-00565,Epsilon_Group,2023-09-14,2023-10-03,2023-09,2023,Raw Materials,Pending,54,32.28,28.65,3,Yes,1743.12,1547.1,196.02,11.25,5.56,1,0,0,19,Medium
PO-00566,Epsilon_Group,2023-11-02,2023-11-07,2023-11,2023,Packaging,Delivered,1176,14.22,12.21,33,Yes,16722.72,14358.96,2363.76,14.14,2.81,1,1,0,5,Low
PO-00567,Epsilon_Group,2022-11-26,2022-12-08,2022-11,2022,Raw Materials,Delivered,1269,35.28,33.7,35,Yes,44770.32,42765.3,2005.02,4.48,2.76,1,1,0,12,Low
PO-00568,Epsilon_Group,2023-04-22,2023-04-25,2023-04,2023,Raw Materials,Delivered,823,68.32,64.46,19,Yes,56227.36,53050.58,3176.78,5.65,2.31,1,1,0,3,Low
PO-00569,Beta_Supplies,2023-03-29,2023-04-15,2023-03,2023,Electronics,Delivered,926,15.65,13.49,94,No,14491.9,12491.74,2000.16,13.8,10.15,0,1,0,17,High
